D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_24_531.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_24_531.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_24_531.jpg,0,0,0,9.391793
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_24_596.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_24_596.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_24_596.jpg,0,0,0,9.316304
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_24_663.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_24_663.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_24_663.jpg,0,0,0,9.260084
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_24_735.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_24_735.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_24_735.jpg,0,0,0,9.185654
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_24_802.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_24_802.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_24_802.jpg,0,0,0,9.130221
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_24_871.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_24_871.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_24_871.jpg,0,0,0,9.075129
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_24_944.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_24_944.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_24_944.jpg,0,0,0,9.002185
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_25_016.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_25_016.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_25_016.jpg,0,0,0,8.929828
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_25_083.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_25_083.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_25_083.jpg,0,0,0,8.875943
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_25_149.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_25_149.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_25_149.jpg,0,0,0,8.822384
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_25_222.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_25_222.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_25_222.jpg,0,0,0,8.751474
D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\center_2021_05_09_17_43_25_289.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\left_2021_05_09_17_43_25_289.jpg,D:\Fils 4th year\Licenta\screenshots\TrackC\IMG\right_2021_05_09_17_43_25_289.jpg,0,0,0,8.698666
